station_id,station_name,station_lat,station_long,total_rides
297,E 15 St & 3 Ave,40.734232,-73.986923,16132
301,E 2 St & Avenue B,40.72217444,-73.98368779,17494
302,Avenue D & E 3 St,40.72082834,-73.97793172,5251
303,Mercer St & Spring St,40.72362738,-73.99949601,15192
304,Broadway & Battery Pl,40.70463334,-74.01361706,15158
305,E 58 St & 3 Ave,40.76095756,-73.96724467,18860
306,Cliff St & Fulton St,40.70823502,-74.00530063,15391
307,Canal St & Rutgers St,40.71427487,-73.98990025,15557
308,St James Pl & Oliver St,40.71307916,-73.99851193,9061
309,Murray St & West St,40.7149787,-74.013012,10777
310,State St & Smith St,40.68926942,-73.98912867,8648
311,Norfolk St & Broome St,40.7172274,-73.98802084,11870
312,Allen St & E Houston St,40.722055,-73.989111,19007
313,Washington Ave & Park Ave,40.69610226,-73.96751037,3986
314,Montague St & Clinton St,40.69424674,-73.99215922,5422
315,South St & Gouverneur Ln,40.70355377,-74.00670227,13665
316,Fulton St & William St,40.70955958,-74.00653609,11448
317,E 6 St & Avenue B,40.72453734,-73.98185424,17257
319,Park Pl & Church St,40.71336124,-74.00937622,13545
320,Church St & Leonard St,40.71743998,-74.00583475,11842
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,793
322,Clinton St & Tillary St,40.696192,-73.991218,5915
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,24200
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,10436
325,E 19 St & 3 Ave,40.73624527,-73.98473765,17982
326,E 11 St & 1 Ave,40.72953837,-73.98426726,19531
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,27189
328,Watts St & Greenwich St,40.72405549,-74.00965965,14540
330,Reade St & Broadway,40.71450451,-74.00562789,10906
331,Pike St & Monroe St,40.71173107,-73.99193043,5820
332,Cherry St,40.71219906,-73.97948148,6360
334,W 20 St & 7 Ave,40.74238787,-73.99726235,19974
335,Washington Pl & Broadway,40.72903917,-73.99404649,16371
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,18143
337,Old Slip & Front St,40.7037992,-74.00838676,8172
339,Avenue D & E 12 St,40.72580614,-73.97422494,2784
340,Madison St & Clinton St,40.71269042,-73.98776323,6406
341,Stanton St & Mangin St,40.71782143,-73.97628939,6172
342,Columbia St & Rivington St,40.71739973,-73.98016555,7227
343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,2235
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,2196
345,W 13 St & 6 Ave,40.73649403,-73.99704374,21266
346,Bank St & Hudson St,40.73652889,-74.00618026,14628
347,W Houston St & Hudson St,40.72873888,-74.00748842,25320
348,W Broadway & Spring St,40.72490985,-74.00154702,19813
349,Rivington St & Ridge St,40.71850211,-73.98329859,8453
350,Clinton St & Grand St,40.71559509,-73.9870295,12270
351,Front St & Maiden Ln,40.70530954,-74.00612572,10481
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2848
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,3103
355,Bayard St & Baxter St,40.71602118,-73.99974372,13525
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,7551
357,E 11 St & Broadway,40.73261787,-73.99158043,13486
358,Christopher St & Greenwich St,40.73291553,-74.00711384,25312
359,E 47 St & Park Ave,40.75510267,-73.97498696,14378
360,William St & Pine St,40.70717936,-74.00887308,11157
361,Allen St & Hester St,40.71605866,-73.99190759,14995
363,West Thames St,40.70834698,-74.01713445,22162
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,3108
365,Fulton St & Grand Ave,40.68223166,-73.9614583,3419
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,6721
368,Carmine St & 6 Ave,40.73038599,-74.00214988,27765
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,13318
372,Franklin Ave & Myrtle Ave,40.694528,-73.958089,1431
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,2967
376,John St & William St,40.70862144,-74.00722156,10447
377,6 Ave & Canal St,40.72243797,-74.00566443,11573
379,W 31 St & 7 Ave,40.749156,-73.9916,18403
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,27425
382,University Pl & E 14 St,40.73492695,-73.99200509,32353
383,Greenwich Ave & Charles St,40.735238,-74.000271,12582
384,Fulton St & Waverly Ave,40.68317813,-73.9659641,5138
385,E 55 St & 2 Ave,40.75797322,-73.96603308,9307
386,Centre St & Worth St,40.71494807,-74.00234482,12452
387,Centre St & Chambers St,40.71273266,-74.0046073,25899
388,W 26 St & 10 Ave,40.749717753,-74.002950346,19801
389,Broadway & Berry St,40.71044554,-73.96525063,4308
390,Duffield St & Willoughby St,40.69221589,-73.9842844,3149
391,Clark St & Henry St,40.69760127,-73.99344559,9541
392,Jay St & Tech Pl,40.695065,-73.987167,3587
393,E 5 St & Avenue C,40.72299208,-73.97995466,8558
394,E 9 St & Avenue C,40.72521311,-73.97768752,14573
395,Bond St & Schermerhorn St,40.68807003,-73.98410637,5398
396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,3497
397,Fulton St & Clermont Ave,40.68415748,-73.96922273,2260
398,Atlantic Ave & Furman St,40.69165183,-73.9999786,6375
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,2831
400,Pitt St & Stanton St,40.71926081,-73.98178024,3934
401,Allen St & Rivington St,40.72019576,-73.98997825,21275
402,Broadway & E 22 St,40.7403432,-73.98955109,31747
403,E 2 St & 2 Ave,40.72502876,-73.99069656,15159
405,Washington St & Gansevoort St,40.739323,-74.008119,18312
406,Hicks St & Montague St,40.69512845,-73.99595065,6603
407,Henry St & Poplar St,40.700469,-73.991454,3359
408,Market St & Cherry St,40.71076228,-73.99400398,5923
409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,2043
410,Suffolk St & Stanton St,40.72066442,-73.98517977,17692
411,E 6 St & Avenue D,40.72228087,-73.97668709,6268
412,Forsyth St & Canal St,40.7158155,-73.99422366,11738
414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,6174
415,Pearl St & Hanover Square,40.7047177,-74.00926027,11913
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,4381
417,Barclay St & Church St,40.71291224,-74.01020234,25283
418,Front St & Gold St,40.70224,-73.982578,3589
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,3325
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,3044
421,Clermont Ave & Park Ave,40.69573398,-73.97129668,2068
422,W 59 St & 10 Ave,40.770513,-73.988038,16250
423,W 54 St & 9 Ave,40.76584941,-73.98690506,9037
426,West St & Chambers St,40.71754834,-74.01322069,36421
427,State St,40.70251526,-74.01427023,12658
428,E 3 St & 1 Ave,40.72467721,-73.98783413,17370
430,York St & Jay St,40.7014851,-73.98656928,9547
432,E 7 St & Avenue A,40.72621788,-73.98379855,17060
433,E 13 St & Avenue A,40.72955361,-73.98057249,18486
434,9 Ave & W 18 St,40.74317449,-74.00366443,14029
435,W 21 St & 6 Ave,40.74173969,-73.99415556,34199
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,1916
437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,2574
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,15254
439,E 4 St & 2 Ave,40.7262807,-73.98978041,19556
440,E 45 St & 3 Ave,40.75255434,-73.97282625,10380
441,E 52 St & 2 Ave,40.756014,-73.967416,6687
442,W 27 St & 7 Ave,40.746647,-73.993915,22099
443,Bedford Ave & S 9th St,40.70853074,-73.96408963,1706
444,Broadway & W 24 St,40.7423543,-73.98915076,31152
445,E 10 St & Avenue A,40.72740794,-73.98142006,18606
446,W 24 St & 7 Ave,40.74487634,-73.99529885,22316
447,8 Ave & W 52 St,40.76370739,-73.9851615,18963
448,W 37 St & 10 Ave,40.75660359,-73.9979009,17103
449,W 52 St & 9 Ave,40.76461837,-73.98789473,10418
450,W 49 St & 8 Ave,40.76227205,-73.98788205,20029
453,W 22 St & 8 Ave,40.74475148,-73.99915362,20000
454,E 51 St & 1 Ave,40.75455731,-73.96592976,8954
455,1 Ave & E 44 St,40.75001986,-73.96905301,10138
456,E 53 St & Madison Ave,40.7597108,-73.97402311,11764
457,Broadway & W 58 St,40.76695317,-73.98169333,24737
458,11 Ave & W 27 St,40.751396,-74.005226,14797
459,W 20 St & 11 Ave,40.746745,-74.007756,41045
460,S 4 St & Wythe Ave,40.71285887,-73.96590294,4402
461,E 20 St & 2 Ave,40.73587678,-73.98205027,15963
462,W 22 St & 10 Ave,40.74691959,-74.00451887,25208
465,Broadway & W 41 St,40.75513557,-73.98658032,21616
466,W 25 St & 6 Ave,40.74395411,-73.99144871,23540
467,Dean St & 4 Ave,40.68312489,-73.97895137,7857
468,Broadway & W 55 St,40.7652654,-73.98192338,17164
469,Broadway & W 53 St,40.76344058,-73.98268129,18531
470,W 20 St & 8 Ave,40.74345335,-74.00004031,15478
471,Grand St & Havemeyer St,40.71286844,-73.95698119,4949
472,E 32 St & Park Ave,40.7457121,-73.98194829,24034
473,Rivington St & Chrystie St,40.72110063,-73.9919254,12066
474,5 Ave & E 29 St,40.7451677,-73.98683077,17927
476,E 31 St & 3 Ave,40.74394314,-73.97966069,19372
477,W 41 St & 8 Ave,40.75640548,-73.9900262,30777
478,11 Ave & W 41 St,40.76030096,-73.99884222,13783
479,9 Ave & W 45 St,40.76019252,-73.9912551,18906
480,W 53 St & 10 Ave,40.76669671,-73.99061728,10645
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,4939
482,W 15 St & 7 Ave,40.73935542,-73.99931783,21786
483,E 12 St & 3 Ave,40.73223272,-73.98889957,18105
484,W 44 St & 5 Ave,40.75500254,-73.98014437,11614
485,W 37 St & 5 Ave,40.75038009,-73.98338988,13624
486,Broadway & W 29 St,40.7462009,-73.98855723,17998
487,E 20 St & FDR Drive,40.73314259,-73.97573881,13700
488,W 39 St & 9 Ave,40.75645824,-73.99372222,22871
490,8 Ave & W 33 St,40.751551,-73.993934,32856
492,W 33 St & 7 Ave,40.75019995,-73.99093085,23540
494,W 26 St & 8 Ave,40.74734825,-73.99723551,17085
495,W 47 St & 10 Ave,40.76269882,-73.99301222,13338
496,E 16 St & 5 Ave,40.73726186,-73.99238967,15349
497,E 17 St & Broadway,40.73704984,-73.99009296,44821
498,Broadway & W 32 St,40.74854862,-73.98808416,20273
499,Broadway & W 60 St,40.76915505,-73.98191841,29925
500,Broadway & W 51 St,40.76228826,-73.98336183,14131
501,FDR Drive & E 35 St,40.744219,-73.97121214,13304
502,Henry St & Grand St,40.714215,-73.981346,6761
503,E 20 St & Park Ave,40.73827428,-73.98751968,9586
504,1 Ave & E 15 St,40.73221853,-73.98165557,23806
505,6 Ave & W 33 St,40.74901271,-73.98848395,19225
507,E 25 St & 2 Ave,40.73912601,-73.97973776,21461
508,W 46 St & 11 Ave,40.76341379,-73.99667444,11218
509,9 Ave & W 22 St,40.7454973,-74.00197139,21507
511,E 14 St & Avenue B,40.72938685,-73.97772429,13893
513,W 56 St & 10 Ave,40.768254,-73.988639,10304
514,12 Ave & W 40 St,40.76087502,-74.00277668,16908
515,W 43 St & 10 Ave,40.76009437,-73.99461843,17752
516,E 47 St & 1 Ave,40.75206862,-73.96784384,6330
517,Pershing Square S,40.75149263,-73.97798848,26152
518,E 39 St & 2 Ave,40.74780373,-73.9734419,26147
519,Pershing Square N,40.75188406,-73.97770164,45840
520,W 52 St & 5 Ave,40.75992262,-73.97648516,11287
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,12736
523,W 38 St & 8 Ave,40.75466591,-73.99138152,21893
524,W 43 St & 6 Ave,40.75527307,-73.98316936,15232
525,W 34 St & 11 Ave,40.75594159,-74.0021163,8245
526,E 33 St & 5 Ave,40.74765947,-73.98490707,10790
527,E 33 St & 1 Ave,40.74315566,-73.97434726,14696
528,2 Ave & E 31 St,40.74290902,-73.97706058,27253
529,W 42 St & 8 Ave,40.7575699,-73.99098507,14753
531,Forsyth St & Broome St,40.71893904,-73.99266288,16375
532,S 5 Pl & S 4 St,40.710451,-73.960876,10577
533,Broadway & W 39 St,40.75299641,-73.98721619,12553
534,Water - Whitehall Plaza,40.70255065,-74.0127234,7500
536,1 Ave & E 30 St,40.74144387,-73.97536082,15922
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,22834
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,11244
540,Lexington Ave & E 26 St,40.74147286,-73.98320928,22312
545,E 23 St & 1 Ave,40.736502,-73.97809472,18291
546,E 30 St & Park Ave S,40.74444921,-73.98303529,17866
2000,Front St & Washington St,40.70255088,-73.98940236,9649
2001,7 Ave & Farragut St,40.69892054,-73.97332996,940
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,8893
2003,1 Ave & E 18 St,40.73416059,-73.98024289,15354
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,384
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,21707
2008,Little West St & 1 Pl,40.70569254,-74.01677685,8583
2009,Catherine St & Monroe St,40.71117444,-73.99682619,5949
2010,Grand St & Greene St,40.72165481,-74.00234737,11644
2012,E 27 St & 1 Ave,40.739445,-73.976806,7934
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,18563
2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,8234
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,5987
3002,South End Ave & Liberty St,40.711512,-74.015756,16922
