station_id,station_name,station_lat,station_long,total_rides
72,W 52 St & 11 Ave,40.76727216,-73.99392888,24328
79,Franklin St & W Broadway,40.71911552,-74.00666661,19009
82,St James Pl & Pearl St,40.71117416,-74.00016545,8419
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,9760
116,W 17 St & 8 Ave,40.74177603,-74.00149746,41955
119,Park Ave & St Edwards St,40.69608941,-73.97803415,1753
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,4912
127,Barrow St & Hudson St,40.73172428,-74.00674436,43498
128,MacDougal St & Prince St,40.72710258,-74.00297088,41588
143,Clinton St & Joralemon St,40.69239502,-73.99337909,8831
144,Nassau St & Navy St,40.69839895,-73.98068914,5046
146,Hudson St & Reade St,40.71625008,-74.0091059,17754
150,E 2 St & Avenue C,40.7208736,-73.98085795,18369
151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,59051
152,Warren St & Church St,40.71473993,-74.00910627,15717
153,E 40 St & 5 Ave,40.752062307,-73.9816324043,33613
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,10054
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,39782
164,E 47 St & 2 Ave,40.75323098,-73.97032517,21436
167,E 39 St & 3 Ave,40.7489006,-73.97604882,33929
168,W 18 St & 6 Ave,40.73971301,-73.99456405,50182
173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,37231
174,E 25 St & 1 Ave,40.7381765,-73.97738662,25785
195,Liberty St & Broadway,40.70905623,-74.01043382,26587
212,W 16 St & The High Line,40.74334935,-74.00681753,34698
216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,4906
217,Old Fulton St,40.70277159,-73.99383605,18301
223,W 13 St & 7 Ave,40.73781509,-73.99994661,18431
224,Spruce St & Nassau St,40.71146364,-74.00552427,15938
228,E 48 St & 3 Ave,40.7546011026,-73.971878855,20835
229,Great Jones St,40.72743423,-73.99379025,46962
232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,10007
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,38737
237,E 11 St & 2 Ave,40.73047309,-73.98672378,36718
238,Bank St & Washington St,40.7361967,-74.00859207,22860
239,Willoughby St & Fleet St,40.69196566,-73.9813018,9641
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6995
242,Carlton Ave & Flushing Ave,40.697787,-73.973736,6430
243,Fulton St & Rockwell Pl,40.688226,-73.979382,6055
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,7797
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,3973
247,Perry St & Bleecker St,40.73535398,-74.00483091,19167
248,Laight St & Hudson St,40.72185379,-74.00771779,7761
249,Harrison St & Hudson St,40.71870987,-74.0090009,13789
251,Mott St & Prince St,40.72317958,-73.99480012,38776
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,25172
253,W 13 St & 5 Ave,40.73543934,-73.99453948,26376
254,W 11 St & 6 Ave,40.73532427,-73.99800419,19108
257,Lispenard St & Broadway,40.71939226,-74.00247214,20476
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,8732
259,South St & Whitehall St,40.70122128,-74.01234218,18665
260,Broad St & Bridge St,40.70365182,-74.01167797,9201
261,Johnson St & Gold St,40.69474881,-73.98362464,8726
262,Washington Park,40.6917823,-73.9737299,6069
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,15671
265,Stanton St & Chrystie St,40.72229346,-73.99147535,30399
266,Avenue D & E 8 St,40.72368361,-73.97574813,8271
267,Broadway & W 36 St,40.75097711,-73.98765428,16963
268,Howard St & Centre St,40.71910537,-73.99973337,25376
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,10092
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,7575
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,4397
276,Duane St & Greenwich St,40.71748752,-74.0104554,15661
278,Concord St & Bridge St,40.69766564,-73.98476437,5900
279,Peck Slip & Front St,40.707873,-74.00167,25480
280,E 10 St & 5 Ave,40.73331967,-73.99510132,21727
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,41236
282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,9193
282,Kent Ave & S 11 St,40.70827295,-73.96834101,1796
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,59994
285,Broadway & E 14 St,40.73454567,-73.99074142,59546
289,Monroe St & Classon Ave,40.6845683,-73.95881081,2971
291,Madison St & Montgomery St,40.713126,-73.984844,9441
293,Lafayette St & E 8 St,40.73028666,-73.9907647,45345
295,Pike St & E Broadway,40.71406667,-73.99293911,17394
296,Division St & Bowery,40.71413089,-73.9970468,19068
297,E 15 St & 3 Ave,40.734232,-73.986923,35022
301,E 2 St & Avenue B,40.72217444,-73.98368779,31094
302,Avenue D & E 3 St,40.72082834,-73.97793172,12268
303,Mercer St & Spring St,40.72362738,-73.99949601,22488
304,Broadway & Battery Pl,40.70463334,-74.01361706,34575
305,E 58 St & 3 Ave,40.76095756,-73.96724467,28723
306,Cliff St & Fulton St,40.70823502,-74.00530063,16936
307,Canal St & Rutgers St,40.71427487,-73.98990025,29615
308,St James Pl & Oliver St,40.71307916,-73.99851193,14304
309,Murray St & West St,40.7149787,-74.013012,18455
310,State St & Smith St,40.68926942,-73.98912867,12281
311,Norfolk St & Broome St,40.7172274,-73.98802084,19659
312,Allen St & E Houston St,40.722055,-73.989111,3859
312,Allen St & Stanton St,40.722055,-73.989111,24305
313,Washington Ave & Park Ave,40.69610226,-73.96751037,8005
314,Cadman Plaza West & Montague St,40.69383,-73.990539,2086
315,South St & Gouverneur Ln,40.70355377,-74.00670227,24145
316,Fulton St & William St,40.70955958,-74.00653609,16676
317,E 6 St & Avenue B,40.72453734,-73.98185424,25665
319,Fulton St & Broadway,40.711066,-74.009447,17216
320,Leonard St & Church St,40.717571,-74.005549,18170
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,10515
322,Clinton St & Tillary St,40.696192,-73.991218,10253
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,15262
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,11126
325,E 19 St & 3 Ave,40.73624527,-73.98473765,24068
326,E 11 St & 1 Ave,40.72953837,-73.98426726,31288
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,47393
328,Watts St & Greenwich St,40.72405549,-74.00965965,20661
330,Reade St & Broadway,40.71450451,-74.00562789,15960
331,Pike St & Monroe St,40.71173107,-73.99193043,9038
332,Cherry St,40.71219906,-73.97948148,11573
334,W 20 St & 7 Ave,40.74238787,-73.99726235,35870
335,Washington Pl & Broadway,40.72903917,-73.99404649,29609
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,28050
337,Old Slip & Front St,40.7037992,-74.00838676,13066
339,Avenue D & E 12 St,40.72580614,-73.97422494,6282
340,Madison St & Clinton St,40.71269042,-73.98776323,12758
341,Stanton St & Mangin St,40.71782143,-73.97628939,10691
342,Columbia St & Rivington St,40.71739973,-73.98016555,12266
343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,6314
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,5017
345,W 13 St & 6 Ave,40.73649403,-73.99704374,33859
346,Bank St & Hudson St,40.73652889,-74.00618026,28666
347,Greenwich St & W Houston St,40.728846,-74.008591,37160
348,W Broadway & Spring St,40.72490985,-74.00154702,33752
349,Rivington St & Ridge St,40.71850211,-73.98329859,12950
350,Clinton St & Grand St,40.71559509,-73.9870295,18442
351,Front St & Maiden Ln,40.70530954,-74.00612572,16099
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,5056
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,5728
355,Bayard St & Baxter St,40.71602118,-73.99974372,23624
